name,search_category,google_category,city,country,address,phone,rating,reviews,has_website,found_date
Art arrow tattoo Stockholm,tattoo shop,Tattoo shop,Stockholm,Sweden,"Sigtunagatan 13, 113 22 Stockholm, Sweden",+46 72 655 21 43,5.0,102,No,2026-03-02
TOKYO PIERCING,tattoo shop,Tattoo and piercing shop,Warsaw,Poland,"Widok 16, 00-023 Warszawa, Poland",+48 881 536 192,4.9,349,No,2026-03-02
Cleopatra INK Tattoo & Piercing Prague Studio,tattoo shop,Tattoo and piercing shop,Prague,Czech Republic,"Jungmannova 25, Jungmannova 110 00/32/25, Nové Město, 110 00 Praha 1, Czechia",+420 776 449 365,4.4,136,No,2026-03-02
Salon de tatuaje Bucuresti Brothers Tattoo,tattoo shop,Tattoo and piercing shop,Bucharest,Romania,"intrarea Nicolae Selari, etaj 2, stanga, 030167 Bucharest, Romania",,4.8,117,No,2026-03-02
TIGER TATTOO,tattoo shop,Tattoo shop,Dublin,Ireland,"19 Stephen Street Upper, Dublin, D08 CY66, Ireland",+353 85 765 9512,4.8,137,No,2026-03-02
Anytime detailers,car detailing,Car wash,London,UK,"128 City Rd, London EC1V 2NX, United Kingdom",,5.0,41,No,2026-03-02
Ace car wash,car detailing,Car detailing service,London,UK,"N Circular Rd., London NW10 7UD, United Kingdom",,4.6,67,No,2026-03-02
Xclusive valeting detailing hand car wash,car detailing,Car detailing service,London,UK,"2-6 Portman Pl, Bethnal Green, London E2 0LQ, United Kingdom",+44 7949 999818,4.7,72,No,2026-03-02
SWISSVAX PARIS CENTER,car detailing,Car detailing service,Paris,France,"Pl. du Panthéon, 75005 Paris, France",+33 6 95 29 52 87,4.5,18,No,2026-03-02
Autopoets bedrijf shining bert,car detailing,Car wash,Amsterdam,Netherlands,"Archangelkade 29 a, 1013 BE Amsterdam, Netherlands",+31 6 10101069,5.0,14,No,2026-03-02
Sha-Zeb Car Wash,car detailing,Car wash,Brussels,Belgium,"Bd de Nieuport 3, 1000 Bruxelles, Belgium",+32 2 223 43 00,3.3,69,No,2026-03-02
"JJ Detailing Service, reparación estética de llantas, tapicería, asientos, volantes, limpieza integral.",car detailing,Car detailing service,Madrid,Spain,"C. de la Resina, 61B, Villaverde, 28021 Madrid, Spain",+34 641 36 82 23,4.5,131,No,2026-03-02
car wash,car detailing,Car detailing service,Barcelona,Spain,"Carrer de Lope de Vega, 28, Sant Martí, 08005 Barcelona, Spain",+34 931 48 82 25,4.5,52,No,2026-03-02
Sprint Lavagem,car detailing,Car wash,Lisbon,Portugal,"Praça do Aeroporto, 1700-007 Lisboa, Portugal",+351 21 848 5484,4.2,41,No,2026-03-02
Venditti Luxury Detailing Car,car detailing,Car detailing service,Rome,Italy,"Via Lezzeno, 29, 00135 Roma RM, Italy",+39 06 8953 5311,4.9,235,No,2026-03-02
King_Detailing_Milano,car detailing,Car wash,Milan,Italy,"Via Luigi Cislaghi, 7, 20128 Milano MI, Italy",+39 351 323 1812,5.0,44,No,2026-03-02
Capt’n Wash Berlin's Professionellste Fahrzeugpflege,car detailing,Car detailing service,Berlin,Germany,"Shell, Kaiserdamm 34, 14057 Berlin, Germany",+49 176 63720761,4.9,103,No,2026-03-02
CarHeaven Autopflege,car detailing,Car detailing service,Vienna,Austria,"Heiligenstädter Str., 1190 Wien, Austria",+43 660 8183429,4.4,28,No,2026-03-02
Alma Shine GmbH,car detailing,Car detailing service,Zurich,Switzerland,"Aargauerstrasse 250, 8048 Zürich, Switzerland",+41 43 543 04 04,4.9,46,No,2026-03-02
Alpha Car Detailing,car detailing,Car detailing service,Zurich,Switzerland,"Industriestrasse 34, 8305 Dietlikon, Switzerland",+41 76 666 69 90,5.0,10,No,2026-03-02
Bildoktorn AB,car detailing,Car wash,Stockholm,Sweden,"Tulegatan 2, 113 58 Stockholm, Sweden",+46 8 15 62 33,4.9,10,No,2026-03-02
Denham Bilpleje - Vi kommer til dig!,car detailing,Car detailing service,Copenhagen,Denmark,"Frederiksberg Bredegade 7A, 2000 Frederiksberg, Denmark",+45 51 90 53 37,4.0,2,No,2026-03-02
Detailing wnętrz aut | Warsaw Detail,car detailing,Car detailing service,Warsaw,Poland,"Grenadierów, 04-062 Warszawa, Poland",+48 501 310 660,5.0,16,No,2026-03-02
TNS Autolab Cz | Autoservis | Detailing | Praha,car detailing,Car detailing service,Prague,Czech Republic,"Pod Vodovodem 917/6, 158 00 Praha 5, Czechia",+420 721 472 032,5.0,15,No,2026-03-02
Simple Carwash & Detailing,car detailing,Car wash,Budapest,Hungary,"Budapest, Napfény u. 40, 1095 Hungary",+36 70 609 5000,4.7,14,No,2026-03-02
Detailing Auto,car detailing,Car detailing service,Bucharest,Romania,"Strada Locotenent Alexandru Paulescu 15, 021543 București, Romania",+40 762 300 900,4.9,16,No,2026-03-02
Mean Clean Car Valet & Detailing,car detailing,Car detailing service,Dublin,Ireland,"Greencastle Parade, Priorswood, Dublin, D17 KD96, Ireland",+353 83 089 3081,4.9,81,No,2026-03-02
Imprimerie Alpha Omega (Print 24/24 7j/7),printing service,Print shop,Paris,France,"154 Rue du Faubourg Saint-Denis, 75010 Paris, France",+33 7 58 51 41 54,3.7,104,No,2026-03-02
Print & Copy,printing service,Print shop,Amsterdam,Netherlands,"Govert Flinckstraat 293, 1074 CA Amsterdam, Netherlands",+31 6 20244236,1.0,2,No,2026-03-02
Print & Copy Shop,printing service,Print shop,Brussels,Belgium,"Rue Longue Vie 23, 1050 Ixelles, Belgium",+32 465 25 09 58,4.1,103,No,2026-03-02
Inter-Print,printing service,Commercial printer,Brussels,Belgium,"Rue Honoré Longtin 88, 1090 BRUXELLES, Belgium",+32 2 428 95 83,4.9,219,No,2026-03-02
Fotocopias Morales,printing service,Copy shop,Madrid,Spain,"C. del Mesón de Paredes, 80, Centro, 28012 Madrid, Spain",+34 915 27 80 96,4.7,663,No,2026-03-02
ACE PRINTING,printing service,Copy shop,Barcelona,Spain,"Carrer de Ferlandina, 65, Local 1, Ciutat Vella, 08001 Barcelona, Spain",+34 640 57 18 51,4.7,91,No,2026-03-02
"Copitec - Centro de Cópias, Impressão e Papelaria",printing service,Copy shop,Lisbon,Portugal,"Alameda Dom Afonso Henriques 43B, 1000-123 Lisboa, Portugal",+351 21 409 5802,4.8,130,No,2026-03-02
Melgraf Grafica&Stampa,printing service,Digital printing service,Rome,Italy,"Via Felice Grossi Gondi, 11, 00162 Roma RM, Italy",+39 349 422 8188,5.0,176,No,2026-03-02
Printing Shop Copisteria Xerox Scan,printing service,Copy shop,Milan,Italy,"Corso di Porta Ticinese, 87, 20123 Milano MI, Italy",+39 380 898 6169,4.6,139,No,2026-03-02
Tactics Berlin,printing service,Digital printing service,Berlin,Germany,"Mariendorfer Damm 87, 12109 Berlin, Germany",+49 30 24036001,4.8,193,No,2026-03-02
"HS Grafiska AB, Trycksaks konsult, digitaltryckeri Stockholm, Tryckeri Stockholm",printing service,Commercial printer,Stockholm,Sweden,"Dalagatan 70, 113 24 Stockholm, Sweden",+46 73 435 57 54,,,No,2026-03-02
Nordic Service,printing service,Print shop,Copenhagen,Denmark,"Vester Farimagsgade 2, 1606 København, Denmark",,3.0,4,No,2026-03-02
Xero (wewnątrz klatki schodowej),printing service,Copy shop,Warsaw,Poland,"Grzybowska 16/22, 00-132 Warszawa, Poland",+48 22 624 21 07,4.6,350,No,2026-03-02
Virtuos Print s.r.o.,printing service,Print shop,Prague,Czech Republic,"nám. Barikád 3, 130 00 Praha 3-Žižkov, Czechia",+420 778 089 554,5.0,19,No,2026-03-02
Xerox Photo Passport Advanced Print Shop,printing service,Copy shop,Bucharest,Romania,"Bulevardul General Gheorghe Magheru 32-36, 010337 București, Romania",+40 723 144 634,4.8,246,No,2026-03-02
All Print Digital,printing service,Commercial printer,Dublin,Ireland,"109b Lomond Ave, Fairview, Dublin, D03 CD98, Ireland",+353 87 655 9591,5.0,21,No,2026-03-02
Studio Photo Gallery,photography studio,Photography studio,London,UK,"100 Clements Rd, London SE16 4DG, United Kingdom",+880 1342-492958,4.9,51,No,2026-03-02
Photo Studio ARUNTHY Paris,photography studio,Photography service,Paris,France,"18 Rue Demarquay, 75010 Paris, France",+33 1 42 05 51 10,4.7,187,No,2026-03-02
PHOTO ZALGA - Photographe et Multimédia,photography studio,Photographer,Brussels,Belgium,"Rue des Deux Églises 119A, 1210 Saint-Josse-ten-Noode, Belgium",+32 2 280 13 10,4.6,28,No,2026-03-02
Espacio para Eventos Madrid,photography studio,Photographer,Madrid,Spain,"C. de Mira el Río Baja, 6, Centro, 28005 Madrid, Spain",+34 913 66 32 53,4.3,24,No,2026-03-02
Naf Color Photo Shop,photography studio,Photo shop,Lisbon,Portugal,"Centro Comercial Martim Moniz, Praça Martim Moniz loja C 6 piso 0, 1100-341 Lisboa, Portugal",+351 963 792 328,5.0,138,No,2026-03-02
Studio Fotografico Dreaming Blue,photography studio,Photography studio,Rome,Italy,"Via Licinio Murena, 39, 00175 Roma RM, Italy",+39 375 819 4522,4.7,3,No,2026-03-02
Brainstorm - Visual Studio,photography studio,Photography studio,Milan,Italy,"Via Carlo Torre, 19, 20143 Milano MI, Italy",,5.0,12,No,2026-03-02
Studio dB,photography studio,Photography studio,Berlin,Germany,"Uferstraße 8-11, 13357 Berlin, Germany",+49 1577 4713731,4.9,96,No,2026-03-02
Photostudio Reiter,photography studio,Photographer,Munich,Germany,"Holbeinstraße 1, 81679 München, Germany",+49 89 30703122,4.7,129,No,2026-03-02
Pixel Studio Vienna,photography studio,Photography studio,Vienna,Austria,"Mariahilfer Str., 1140 Wien, Austria",+43 676 4025112,5.0,8,No,2026-03-02
Fotostudio 1983,photography studio,Photographer,Zurich,Switzerland,"Möhrlistrasse 103, 8006 Zürich, Switzerland",+41 76 377 99 91,5.0,97,No,2026-03-02
Photo Studio 109,photography studio,Photography studio,Stockholm,Sweden,"Regeringsgatan 109, 111 39 Stockholm, Sweden",+46 73 941 20 92,5.0,1,No,2026-03-02
Studio62,photography studio,Photographer,Copenhagen,Denmark,"Vesterbrogade 62D, 1620 København, Denmark",+45 70 34 56 45,,,No,2026-03-02
George Hlobil - Prague wedding & portrait photographer,photography studio,Photography studio,Prague,Czech Republic,"J. Masaryka, 120 00 Praha 2-Vinohrady, Czechia",,5.0,20,No,2026-03-02
Miva Foto,photography studio,Photo lab,Bucharest,Romania,"Strada George Enescu 43, 030167 București, Romania",+40 744 430 060,4.6,278,No,2026-03-02
Vision Studio,photography studio,Photography studio,Dublin,Ireland,"61 Adelaide Rd, Saint Kevin's, Dublin, D02 WV70, Ireland",+353 83 397 9571,4.8,25,No,2026-03-02
De Pistolei,catering,Restaurant,Brussels,Belgium,"Rue de la Madeleine 5, 1000 Bruxelles, Belgium",+32 2 502 95 02,4.3,926,No,2026-03-02
Coko's Catering,catering,Caterer,Madrid,Spain,"P.º de La Habana, 103, Chamartín, 28036 Madrid, Spain",+34 911 64 02 58,4.7,63,No,2026-03-02
21 de Marzo | Barcelona Catering,catering,Caterer,Barcelona,Spain,"Carrer del Cobalt, 153, 08907 L'Hospitalet de Llobregat, Barcelona, Spain",+34 932 60 53 27,4.8,182,No,2026-03-02
Focca,catering,Mobile caterer,Lisbon,Portugal,"Av. Duque de Ávila 119, 1050-083 Lisboa, Portugal",+351 912 756 414,4.6,346,No,2026-03-02
"Proposte D'Autore Catering, Catering e ATM, Catering Roma",catering,Caterer,Rome,Italy,"Via Giuseppe Avezzana, 23, 00195 Roma RM, Italy",+39 06 321 7917,4.8,22,No,2026-03-02
Intingoli - Brigata di cucina itinerante,catering,Caterer,Milan,Italy,"Via Losanna, 22, 20154 Milano MI, Italy",+39 335 524 1870,5.0,10,No,2026-03-02
Maison Graze,catering,Caterer,Zurich,Switzerland,"Im Grossacher 14, 8125 Zollikerberg, Switzerland",+41 78 946 59 16,4.9,38,No,2026-03-02
Chez Kny Bistro & Catering,catering,Family-friendly,Stockholm,Sweden,"Wargentinsgatan 3, 112 29 Stockholm, Sweden",+46 70 821 17 18,4.8,20,No,2026-03-02
SAVOR The Catering Warszawa,catering,Caterer,Warsaw,Poland,"Cylichowska 84, 04-769 Warszawa, Poland",+48 511 738 599,4.8,26,No,2026-03-02
MadHouse Catering s.r.o.,catering,Caterer,Prague,Czech Republic,"Opletalova 1337, 110 00 Nové Město, Czechia",+420 775 299 123,5.0,14,No,2026-03-02
Indonesia Culinary Restaurant,catering,Caterer,Budapest,Hungary,"Budapest, Ráday u. 9, 1092 Hungary",+36 70 345 2492,4.9,332,No,2026-03-02
Tasty Catering,catering,Catering food and drink supplier,Bucharest,Romania,"Calea Șerban Vodă 260, 052034 București, Romania",+40 766 360 532,4.8,27,No,2026-03-02
The Food Shop,catering,Caterer,Dublin,Ireland,"113 Trees Rd Upper, Mount Merrion, Dublin, A94 HN12, Ireland",+353 1 278 7066,4.9,29,No,2026-03-02
PURELY CLEAN,cleaning service,Janitorial service,Paris,France,"60 Rue François 1er, 75008 Paris, France",+33 6 61 62 53 39,5.0,10,No,2026-03-02
BIOCLEAN IDF,cleaning service,,Paris,France,"75000 Paris, France",+33 6 05 68 82 95,4.9,145,No,2026-03-02
Cleaning Service OT,cleaning service,Cleaners,Madrid,Spain,"C. del Mesón de Paredes, 44, Centro, 28012 Madrid, Spain",+34 643 66 28 65,4.9,60,No,2026-03-02
Loquilloha,cleaning service,,Barcelona,Spain,,+34 622 65 83 25,4.7,30,No,2026-03-02
Limpezas Domésticas,cleaning service,Cleaning service,Lisbon,Portugal,"Office Center - Avª Afonso Costa 22 B, 1900-036, Portugal",+351 969 013 014,3.1,8,No,2026-03-02
Luxury Cleaning - Società di Capitali,cleaning service,House cleaning service,Rome,Italy,"Via Antonio Panizzi, 89B, 00135 Roma RM, Italy",+39 333 232 0313,5.0,10,No,2026-03-02
GlanzFenster und Gebäudereinigung,cleaning service,Window cleaning service,Berlin,Germany,"Konrad-Wolf-Straße 46, 13055 Berlin, Germany",+49 176 84521256,5.0,13,No,2026-03-02
Facility Service Hero Hikmat Kheiri Agha Inh.,cleaning service,Property maintenance,Munich,Germany,"Kazmairstraße 14, 80339 München, Germany",,4.8,46,No,2026-03-02
Clean Planet KG,cleaning service,House cleaning service,Vienna,Austria,"Siebenbrunnengasse 28, 1050 Wien, Austria",+43 660 9632035,5.0,15,No,2026-03-02
Daily Clean Wien,cleaning service,House cleaning service,Vienna,Austria,"Gellertplatz 4, 1100 Wien, Austria",+43 1 9556789,4.3,24,No,2026-03-02
Clear and Clean,cleaning service,Cleaning service,Stockholm,Sweden,"Klarabergsviadukten 70, 111 64 Stockholm, Sweden",+46 20 89 93 03,5.0,1,No,2026-03-02
Golden Sweep v/Zsuzsanne Almasi,cleaning service,House cleaning service,Copenhagen,Denmark,"Sankt Knuds Vej 37, kld.th, 1903 Frederiksberg, Denmark",+45 91 41 35 48,5.0,3,No,2026-03-02
Czechcon s.r.o.,cleaning service,House cleaning service,Prague,Czech Republic,"Kaprova 42, 110 00 Staré Město, Czechia",+420 733 766 733,5.0,3,No,2026-03-02
JONI PROCLEAN,cleaning service,,Budapest,Hungary,,+36 30 273 5559,5.0,99,No,2026-03-02
Cleaning Top,cleaning service,Cleaners,Bucharest,Romania,"Strada Mircea Vulcănescu 14, 010811 București, Romania",+40 765 773 853,4.9,28,No,2026-03-02
Eau Mille Et Une Fuites,plumber,Plumber,Paris,France,"210 Rue de Crimée, 75019 Paris, France",+33 6 69 61 75 55,4.9,375,No,2026-03-02
The English Plumber,plumber,,Amsterdam,Netherlands,,+31 6 40045376,4.6,45,No,2026-03-02
ibeautherm,plumber,Plumber,Brussels,Belgium,"Chau. de Haecht 1042, 1140 Bruxelles, Belgium",+32 484 03 40 22,4.5,72,No,2026-03-02
Js fontanero,plumber,,Madrid,Spain,"Arganzuela, 28045 Madrid, Spain",+34 614 91 34 85,5.0,5,No,2026-03-02
Stuart servicios integrales,plumber,,Barcelona,Spain,,+34 664 11 12 50,5.0,4,No,2026-03-02
MSPT MULTISERVIÇOS,plumber,Plumber,Lisbon,Portugal,"R. 4 de Infantaria 41 A, 1350-268 Lisboa, Portugal",+351 915 100 712,4.7,7,No,2026-03-02
Idraulico Daniele Turcaloro,plumber,,Rome,Italy,,+39 329 219 2068,5.0,2,No,2026-03-02
Idraulico Amedeo,plumber,Plumber,Milan,Italy,"Corso S. Gottardo, 15, 20136 Milano MI, Italy",+39 324 665 0404,5.0,38,No,2026-03-02
Berlin Plumbing & Heating Solutions,plumber,Plumber,Berlin,Germany,"Schönleinstraße 18, 10967 Berlin, Germany",+49 1573 5991648,5.0,3,No,2026-03-02
Sanitär Blitz,plumber,,Munich,Germany,,+49 1578 2099390,5.0,1,No,2026-03-02
RohrFix Rohrreinigung & Klempner,plumber,Plumber,Zurich,Switzerland,"Bändlistrasse 54, 8064 Zürich, Switzerland",+41 77 214 99 19,5.0,2,No,2026-03-02
Stopp i Avloppet - Stockholm,plumber,,Stockholm,Sweden,,+46 8 446 830 04,5.0,1,No,2026-03-02
Starck VVS,plumber,,Copenhagen,Denmark,,+45 61 77 33 91,5.0,3,No,2026-03-02
LUX-KAN,plumber,Plumber,Warsaw,Poland,"Targowa 81, 03-408 Warszawa, Poland",+48 500 503 104,4.3,11,No,2026-03-02
"Sklep Hydrauliczny Warszawa – kotły gazowe, podgrzewacze, instalacje grzewcze",plumber,Plumber,Warsaw,Poland,"Potażowa 45, 02-400 Warszawa, Poland",+48 508 106 134,4.8,47,No,2026-03-02
Instalatérství Filip Měšťák,plumber,Plumber,Prague,Czech Republic,"Kozí 110 00/13/858, 1 Staré Město, Czechia",+420 604 981 943,4.9,18,No,2026-03-02
harcsa zoltán vízszerelő,plumber,Plumber,Budapest,Hungary,"Budapest, Bartók Béla út 12, 1113 Hungary",+36 30 689 0734,4.8,87,No,2026-03-02
Desfundări Țevi București – NON-STOP,plumber,,Bucharest,Romania,,+40 771 419 174,5.0,3,No,2026-03-02
"Rainbow Plumbing 24/7 Emergency, Gas Boilers , Immersions",plumber,Plumber,Dublin,Ireland,"Melville Park, Jamestown Little, Dublin 11, Ireland",+353 86 406 6281,5.0,157,No,2026-03-02
Declan Judge Plumbing and Heating,plumber,,Dublin,Ireland,,+353 87 758 6237,4.9,106,No,2026-03-02
Ellie's Electricians,electrician,Electrician,London,UK,"Office 23, 12 Jenner Ave, London W3 6EQ, United Kingdom",+44 800 411 8013,4.9,154,No,2026-03-02
Artisan Électricien Paris 2e,electrician,Electrician,Paris,France,"Rue du Ponceau, 75002 Paris, France",+33 1 89 74 41 32,5.0,18,No,2026-03-02
Jacques Electricien Paris,electrician,Electrician,Paris,France,"67 Rue Saint-Jacques, 75005 Paris, France",+33 7 56 92 75 31,5.0,103,No,2026-03-02
Future Elektro Techniek,electrician,Electrician,Amsterdam,Netherlands,"Jan Cupidohof 8 – 2, 1064 GN Amsterdam, Netherlands",+31 6 81321919,5.0,343,No,2026-03-02
Benzelec,electrician,Electrician,Brussels,Belgium,"Chau. d'Anvers 46, 1000 Bruxelles, Belgium",,4.8,19,No,2026-03-02
Electricista Madrid,electrician,Electrician,Madrid,Spain,"Cl. de la Hacienda de Pavones, 13, Moratalaz, 28030 Madrid, Spain",+34 680 72 88 70,5.0,14,No,2026-03-02
ELECTRICISTA LEANDRO,electrician,Electrician,Barcelona,Spain,"Carrer de los Castillejos, 251, Eixample, 08013 Barcelona, Spain",+34 615 61 01 39,5.0,1,No,2026-03-02
Jorge Mendes eletricista,electrician,Electrician,Lisbon,Portugal,"R. Raúl Mesnier Du Ponsard 12, 1750-243 Lisboa, Portugal",+351 967 382 231,5.0,184,No,2026-03-02
Trevo Elétrico,electrician,Electrician,Lisbon,Portugal,"R. Tomás Ribeiro 36, 1050-129 Lisboa, Portugal",+351 21 354 7632,4.6,9,No,2026-03-02
Eletricista Lisboa - Serviços 24h,electrician,,Lisbon,Portugal,,+351 800 180 320,3.6,13,No,2026-03-02
CBelectrica,electrician,Electrician,Lisbon,Portugal,"R. Castelo Branco Saraiva nº77, 1170-084 Lisboa, Portugal",+351 960 153 232,4.8,5,No,2026-03-02
ANDREA VALENTI,electrician,Electrician,Rome,Italy,"Via di S. Ignazio, 38, 00186 Roma RM, Italy",+39 347 548 1733,5.0,13,No,2026-03-02
D.C. Elettrica,electrician,Electrician,Milan,Italy,"Via Ugo Tognazzi, 20128 Milano MI, Italy",+39 375 747 1012,4.9,209,No,2026-03-02
Elektro Power volt Austria,electrician,Electrical installation service,Vienna,Austria,"Rotenhofgasse 80/84, 1100 Wien, Austria",+43 677 62079740,5.0,16,No,2026-03-02
Elektro-Sicherheitsnachweis,electrician,Electrician,Zurich,Switzerland,"Kartausstrasse 57, 8008 Zürich, Switzerland",+41 76 408 54 03,5.0,1,No,2026-03-02
ACDC Elektro - Stockholm,electrician,Electrician,Stockholm,Sweden,"Hökmossevägen 18, 126 42 Hägersten, Sweden",+46 8 408 888 88,5.0,4,No,2026-03-02
Elektryk Wola,electrician,Electrician,Warsaw,Poland,"Pustola 25/72, 01-107 Warszawa, Poland",+48 793 183 153,4.7,28,No,2026-03-02
KF Energo Systems s.r.o.,electrician,Electrical installation service,Prague,Czech Republic,"Varšavská 715/36, 120 00 Vinohrady, Czechia",+420 777 824 060,5.0,3,No,2026-03-02
Elektroinstalace Pešat,electrician,Electrical installation service,Prague,Czech Republic,"Sarajevská 1049, 120 00 Vinohrady, Czechia",+420 602 335 079,5.0,4,No,2026-03-02
Villanyszerelő - Electrician (HU / EN),electrician,Electrician,Budapest,Hungary,"Budapest, Kerepesi út 32, 1148 Hungary",+36 20 231 9688,5.0,1,No,2026-03-02
Electrician Sector 6,electrician,Electrician,Bucharest,Romania,"Bulevardul Ghencea 158, 061699 București, Romania",+40 723 599 648,5.0,22,No,2026-03-02
Smithfield Electrical Services 24/7 ⭐,electrician,Electrician,Dublin,Ireland,"Smithfield Market, Smithfield, Dublin, Ireland",+353 85 282 4520,5.0,85,No,2026-03-02
Votre Atelier Paris - I am in Paris,carpenter,,Paris,France,,+33 6 79 21 80 53,5.0,2,No,2026-03-02
Klussen Amsterdam,carpenter,,Amsterdam,Netherlands,,+31 6 81760333,5.0,1,No,2026-03-02
Iggy Handyman,carpenter,Carpenter,Amsterdam,Netherlands,"Weterningschans 75, 1017 RX Amsterdam, Netherlands",+31 6 26359236,4.7,17,No,2026-03-02
Kasten Amsterdam,carpenter,,Amsterdam,Netherlands,,+31 6 33378356,5.0,1,No,2026-03-02
carpentry Dempsey Timmerwerken,carpenter,Carpenter,Amsterdam,Netherlands,"Van Ostadestraat 195-1hg, 1073 TM Amsterdam, Netherlands",+31 6 10773366,,,No,2026-03-02
Timmerwerk Amsterdam,carpenter,Carpenter,Amsterdam,Netherlands,"Eerste Helmersstraat 229 hs, 1054 DW Amsterdam, Netherlands",+31 20 693 5191,,,No,2026-03-02
DA carpenter,carpenter,,Brussels,Belgium,,+32 494 39 31 34,5.0,1,No,2026-03-02
Carpintero,carpenter,Home builder,Madrid,Spain,"C. del Cardenal Cisneros, 64, Chamberí, 28010 Madrid, Spain",+34 634 41 97 32,3.7,3,No,2026-03-02
Fusteria Àngel Ramajo Garcia,carpenter,Furniture maker,Barcelona,Spain,"Carrer de la Volta d'en Colomines, 4, Ciutat Vella, 08003 Barcelona, Spain",+34 933 19 86 82,4.1,22,No,2026-03-02
Aludan,carpenter,Metalwork,Barcelona,Spain,"Carrer de Piquer, 59, local 2, Sants-Montjuïc, 08004 Barcelona, Spain",+34 656 38 24 87,4.9,309,No,2026-03-02
Oficina do Carpinteiro,carpenter,Carpenter,Lisbon,Portugal,"Rua Gualdim Pais 95 Lisboa Rua Herculano de Carvalho, 7A Cave. 2720-270 Amadora, R. Gualdim Pais 95, 1900-254 Lisboa, Portugal",+351 932 447 100,4.8,18,No,2026-03-02
"Carmim & Carlos-carpintaria, Marcenaria, Lda.",carpenter,Carpenter,Lisbon,Portugal,"Azinhaga das Galinheiras 2 5, 1750-329 Lisboa, Portugal",+351 21 757 6785,4.2,12,No,2026-03-02
Carpintaria ao Quadrado,carpenter,Carpenter,Lisbon,Portugal,"R. São Sebastião da Pedreira 75A, 1050-207 Lisboa, Portugal",+351 21 314 9864,4.5,12,No,2026-03-02
Falegnameria Pucci,carpenter,Carpenter,Rome,Italy,"Via Barletta, 31, 00192 Roma RM, Italy",+39 06 372 4851,4.8,21,No,2026-03-02
Future Tech,carpenter,Carpenter,Milan,Italy,"Via Privata Alessandro Scanini, 58, 20153 Milano MI, Italy",+39 392 263 7469,5.0,35,No,2026-03-02
Falegnameria Prandin,carpenter,Carpenter,Milan,Italy,"Via Carlo Boncompagni, 55, 20139 Milano MI, Italy",+39 02 5521 3355,4.6,26,No,2026-03-02
woodconstruction.berlin,carpenter,,Berlin,Germany,,+49 176 46097640,5.0,6,No,2026-03-02
Bernhard Böhm,carpenter,Carpenter,Munich,Germany,"Max-Joseph-Straße 4, 80333 München, Germany",+49 8666 9895946,4.0,1,No,2026-03-02
Home Improvement Carpentry Services,carpenter,Carpenter,Vienna,Austria,"Währinger Str. 113, 1180 Wien, Austria",+43 660 7532792,5.0,1,No,2026-03-02
"Guy Carpenter & Company GmbH, München, Zweigniederlassung Zürich",carpenter,Carpenter,Zurich,Switzerland,"Löwenstrasse 1/3, 8001 Zürich, Switzerland",+41 44 285 93 93,,,No,2026-03-02
Minh Bygg AB,carpenter,,Stockholm,Sweden,,+46 72 233 88 61,5.0,1,No,2026-03-02
Træflid,carpenter,,Copenhagen,Denmark,,+45 31 27 08 78,,,No,2026-03-02
Refshaleøens Snedkeri,carpenter,Carpenter,Copenhagen,Denmark,"Refshalevej 189, 1432 København, Denmark",+45 26 85 74 62,,,No,2026-03-02
Tømrermester Søren U. Kromann,carpenter,Carpenter,Copenhagen,Denmark,"Rothesgade 8, 2100 København, Denmark",+45 26 23 00 06,5.0,1,No,2026-03-02
"AT Tomaszewski Pracownia Stolarska. Podłogi, schody, drzwi oraz meble (ART- BUD Artur Tomaszewski)",carpenter,Carpenter,Warsaw,Poland,"Ulica Bartycka 24/26 pawilon 8 i 9, 00-716 Warszawa, Poland",+48 600 428 868,4.4,13,No,2026-03-02
Truhlářství Michal Kokeš,carpenter,Cabinet maker,Prague,Czech Republic,"V Jirchářích 147/3, 110 00 Nové Město, Czechia",+420 732 894 572,4.8,5,No,2026-03-02
Gyors Bútorszerelés,carpenter,Carpenter,Budapest,Hungary,"Budapest, Thököly út, 1183 Hungary",,4.9,102,No,2026-03-02
Space Deco,carpenter,Carpenter,Bucharest,Romania,"Șoseaua Pipera, 020112 București, Romania",+40 767 777 492,5.0,2,No,2026-03-02
Buhawood,carpenter,Carpenter,Bucharest,Romania,"Calea Dorobanți 61, 010556 București, Romania",+40 740 825 195,5.0,1,No,2026-03-02
Servo Lemn S.R.L.,carpenter,Carpenter,Bucharest,Romania,"Strada Ropotului 33, 022671 București, Romania",+40 744 884 042,5.0,1,No,2026-03-02
JM Complete Carpentry and Construction,carpenter,,Dublin,Ireland,,+353 85 883 9709,5.0,9,No,2026-03-02
JSD Carpentry,carpenter,Carpenter,Dublin,Ireland,"Greenogue Business Park, unit 53 block 503, Rathcoole, Co. Dublin, Ireland",+353 87 632 8277,5.0,18,No,2026-03-02
WHITE HOUSE PAINTERS PARIS,painter,Painter,Paris,France,"Accés entre le, 8 Rue du Général Baratier, 54 avenue de la M. Picquet 52 et, 75015 Paris, France",+33 7 56 91 49 49,5.0,23,No,2026-03-02
Henxs - Montana Shop Amsterdam,painter,Art supply store,Amsterdam,Netherlands,"Sint Antoniesbreestraat 136, 1011 HB Amsterdam, Netherlands",+31 6 31094886,4.8,379,No,2026-03-02
Tintin Comic Mural,painter,Tourist attraction,Brussels,Belgium,"Rue de l'Étuve 37, 1000 Bruxelles, Belgium",,4.5,586,No,2026-03-02
