name,search_category,google_category,city,address,phone,rating,reviews,has_website,found_date
Sharjah Airport The Hotel (Managed by ALPHA FLIGHT SERVICES UAE LLC),airport shuttle service,Airport,Sharjah,8GCC+P66 transit area، Sharjah International Airport's - below Duty Free Shop Area - Sharjah International Airport - Sharjah - United Arab Emirates,+971 6 539 1075,4.4,63,No,2026-03-01
HIGH CITY PASSENGER TRANSPORT BY BUSES RENTAL & CHAUFFEUR SERVICE AJMAN,airport shuttle service,Bus charter,Ajman,BEHIND CROWN PALACE HOTEL - Ajman - United Arab Emirates,+971 50 944 3799,4.9,15,No,2026-03-01
Ajman Bus Stop,airport shuttle service,Bus charter,Ajman,CC2X+7VV - Al Rashidiya 1 - Ajman - United Arab Emirates,,4.3,145,No,2026-03-01
Al Hamra Bus Stop For RAK Airport & City,airport shuttle service,Minibus taxi service,Ras Al Khaimah,MQJJ+JHW - Al Jazeera Al Hamra - Ras Al Khaimah - United Arab Emirates,,4.2,62,No,2026-03-01
Al ghail passenger transport by. Rental buses,airport shuttle service,,Ras Al Khaimah,Old Town - Ras Al Khaimah - United Arab Emirates,+971 58 512 0900,4.0,4,No,2026-03-01
AL Arabia Taxi,airport shuttle service,Taxi service,Ras Al Khaimah,PVMQ+PXG - Al Dhait - Ras Al Khaimah - United Arab Emirates,+971 800 1700,3.9,270,No,2026-03-01
Al Hamra,airport shuttle service,Bus stop,Ras Al Khaimah,bus station - Al Dhait - Ras Al Khaimah - United Arab Emirates,,4.2,208,No,2026-03-01
Platinum Taxi Fujairah,airport shuttle service,Taxi service,Fujairah,37VH+G64 - opposite to Church - Al Hail Industrial - Fujairah - United Arab Emirates,+971 56 417 4501,3.4,66,No,2026-03-01
Fujairah Bus Station,airport shuttle service,,Fujairah,Al Hlaifat - Fujairah - United Arab Emirates,,3.7,40,No,2026-03-01
Fujairah Recovery Services Ali Junaid,airport shuttle service,,Fujairah,Al Hail Industrial - Fujairah - United Arab Emirates,+971 54 353 7653,4.8,17,No,2026-03-01
ارقام الفجيرة,airport shuttle service,International airport,Fujairah,شارع المطار - Fujairah City Center - Fujairah - United Arab Emirates,+971 56 270 0008,,,No,2026-03-01
City Limousine,airport shuttle service,Taxi service,Fujairah,Al aqqah - E99 - الفجيرة - United Arab Emirates,+971 52 930 1825,4.4,64,No,2026-03-01
umm Al Quwain M taxi service 24H,airport shuttle service,Taxi service,Umm Al Quwain,King Faisal St - Al Bootain - Al Butain - Emirate of Umm Al Quwain - United Arab Emirates,+971 55 554 8779,4.8,71,No,2026-03-01
umm Al Quwain taxi service Shahin24,airport shuttle service,,Umm Al Quwain,,+971 50 886 9788,4.7,219,No,2026-03-01
Tahir Ayub,airport shuttle service,Taxi service,Umm Al Quwain,King Faisal St - Old Umm Al Quwain - Emirate of Umm Al Quwain - United Arab Emirates,+971 54 288 6168,4.5,22,No,2026-03-01
Al zafra transport,airport shuttle service,Transportation service,Umm Al Quwain,FH9Q+PQ5 Al HuboobAl Gavat - Al Gavat - Emirate of Umm Al Quwain - United Arab Emirates,+971 56 956 6228,4.5,2,No,2026-03-01
Swat transport,airport shuttle service,Transportation service,Umm Al Quwain,GPP7+88 - Umm Dera - Emirate of Umm Al Quwain - United Arab Emirates,+971 55 886 6190,3.1,8,No,2026-03-01
Umm Al Quwain Taxi faisal,airport shuttle service,Taxi service,Umm Al Quwain,King Faisal St - Al Raas - Al Medan - Emirate of Umm Al Quwain - United Arab Emirates,+971 55 773 5145,4.8,878,No,2026-03-01
umm al quwain taxi service Ahmed,airport shuttle service,,Umm Al Quwain,,+971 55 438 8624,4.7,169,No,2026-03-01
UMM AL QUWWAIN TAXI ABDUL KHALIQ,airport shuttle service,Taxi service,Umm Al Quwain,LULU MALL - Green Belt - Emirate of Umm Al Quwain - United Arab Emirates,+971 55 526 5788,5.0,13,No,2026-03-01
BEA airsoft and tactical supply / BEA hobbies and craft,airsoft supply shop,Airsoft supply store,Dubai,"Brgy Pali, 102 Benedicto St, Mandurriao, Iloilo City, 5000 Iloilo",0905 878 0161,,,No,2026-03-01
محل القناص للوازم الصيد,airsoft supply shop,Gun shop,Dubai,68WQ+8R7 - 2nd St - Al Garhoud - Dubai - United Arab Emirates,+971 4 282 8084,4.2,36,No,2026-03-01
"Bynuna Military & Hunting Equipment Trading LLC Showroom, Al Ain",airsoft supply shop,Outdoor sports store,Abu Dhabi,"Hassa Bint Muhammad St., (Near Al Hilal Bank) Al Ain City - Abu Dhabi - United Arab Emirates",+971 3 768 0300,4.6,54,No,2026-03-01
AIRSOFT TRADING AJMAN,airsoft supply shop,Department store,Sharjah,Karama Plaza - Al Bustan - ليوارة 1 - Ajman - United Arab Emirates,,4.3,10,No,2026-03-01
البرق لتصليح الاسلحة ومستلزمات الصيد والرماية,airsoft supply shop,Hunting store,Ras Al Khaimah,QXVC+G8F - Al Nakheel - Ras Al Khaimah - United Arab Emirates,+971 50 510 1695,4.4,11,No,2026-03-01
ALFAIN SPORTS,airsoft supply shop,Sporting goods store,Ras Al Khaimah,35 Sheikh Rashid Bin Saeed Al Maktoum Rd - Sheikh Saqr City - Ras Al Khaimah - United Arab Emirates,+971 7 235 0116,4.6,14,No,2026-03-01
هاتريك للرياضه Hattrick Sports,airsoft supply shop,Sporting goods store,Ras Al Khaimah,Unnamed Road - Al Dhait - الظيت الجنوبي - Ras Al Khaimah - United Arab Emirates,+971 50 320 3273,4.7,18,No,2026-03-01
United Sports Establishment | Sports shop in Ras Al-Khaimah,airsoft supply shop,,Ras Al Khaimah,Al Hudeeba - Ras Al Khaimah - United Arab Emirates,+971 52 753 9689,3.7,14,No,2026-03-01
ALFA SPORTS,airsoft supply shop,Sporting goods store,Ras Al Khaimah,S. T. Group - Al Yayez Building - Kuwait road - Old Town - Ras Al Khaimah - United Arab Emirates,+971 7 233 5396,4.4,27,No,2026-03-01
AL FUJAIRAWI SPORTS LLC,airsoft supply shop,,Fujairah,Al ‘Uwaid - Fujairah - United Arab Emirates,+971 52 383 8700,4.6,68,No,2026-03-01
Fujairah Sports Store LLC,airsoft supply shop,Sporting goods store,Fujairah,48CV+WX7 - Safad - Fujairah - United Arab Emirates,+971 9 222 9990,4.4,46,No,2026-03-01
Survitec Safety Solutions - Norway AS - Fujairah branch,airsoft supply shop,Marine supply store,Fujairah,58FR+MV6 - Ishwais - Fujairah - United Arab Emirates,+971 9 224 8181,4.8,10,No,2026-03-01
Hadaf Sports Fujaira,airsoft supply shop,Sporting goods store,Fujairah,48HP+C34 - Al salam Rd - Al Mahattah - Fujairah - United Arab Emirates,+971 56 589 9284,4.1,21,No,2026-03-01
BAHRAIN ALUMINIUM EXTRUSION CO (BALEXCO) (DUBAI BRANCH),aluminium supplier,Aluminum supplier,Dubai,"Bur Dubai, Nr - Al Rolla Rd - Dubai - United Arab Emirates",+971 50 642 8367,4.0,3,No,2026-03-01
Mercury Aluminium,aluminium supplier,Aluminum supplier,Dubai,Dubai Investment Park First - Dubai - United Arab Emirates,+971 4 885 9331,4.5,6,No,2026-03-01
Reem Emirates Aluminum,aluminium supplier,Manufacturer,Abu Dhabi,"Sector No. M-41, Plot No. 7FR6, 8FR6, ICAD-1, Mussafah - 60 Wajna St - Abu Dhabi - United Arab Emirates",+971 2 599 4200,4.5,51,No,2026-03-01
Iqra Aluminium & Glass Work & Steel L.L.C,aluminium supplier,Aluminum supplier,Abu Dhabi,Musaffah - M14 - Abu Dhabi - United Arab Emirates,+971 55 359 5937,4.3,55,No,2026-03-01
NOOR AL LULU BUILDINGS MAINTENACE L.L.C,aluminium supplier,,Abu Dhabi,Musaffah - M6 - Abu Dhabi - United Arab Emirates,+971 50 896 4005,4.6,24,No,2026-03-01
Top Aluminium & Glass work co. L.L.C.,aluminium supplier,Metal fabricator,Abu Dhabi,Musaffah - M16 - Abu Dhabi - United Arab Emirates,+971 50 614 5583,4.9,69,No,2026-03-01
Al Ghousia,aluminium supplier,Aluminum supplier,Sharjah,Industrial Area No 4 - Street No 24 - Sharjah - United Arab Emirates,+971 50 769 3103,4.9,14,No,2026-03-01
Al manzoor aluminum and glass works LLC,aluminium supplier,,Ajman,industrial Area 2 - Ajman - United Arab Emirates,+971 56 532 4528,4.7,15,No,2026-03-01
Red Sea Aluminium & Glass L.L.C. Ajman,aluminium supplier,Aluminum supplier,Ajman,Ajman Industrial 2 - Ajman - United Arab Emirates,+971 50 617 7942,3.6,19,No,2026-03-01
Al Atyaf Aluminium & glass,aluminium supplier,Door manufacturer,Ras Al Khaimah,Al Rams Rd - Dhaya - Ras Al Khaimah - United Arab Emirates,+971 50 947 8378,4.8,17,No,2026-03-01
Premium doors aluminum and glass,aluminium supplier,Door manufacturer,Ras Al Khaimah,1 84D St - Al Kharan - Ras Al Khaimah - United Arab Emirates,+971 50 104 3100,4.4,16,No,2026-03-01
East Coast Aluminum Factory / Office,aluminium supplier,Construction company,Fujairah,37VH+P7V - Unnamed Road - Fujairah - United Arab Emirates,+971 9 222 5980,4.8,19,No,2026-03-01
الدولية الالومنيوم والزجاج,aluminium supplier,Aluminum supplier,Fujairah,473G+2VQ - Al Hail - Fujairah - United Arab Emirates,,5.0,1,No,2026-03-01
"Al Ghousia Aluminium Melting Factory LLC, Umm Al Quwain, U.A.E",aluminium supplier,Aluminum supplier,Umm Al Quwain,Old Industrial Area near Al Madina Interlock - Emirate of Umm Al Quwain - United Arab Emirates,+971 50 717 7695,5.0,2,No,2026-03-01
Al Mijdaf Aluminium Factory LLC,aluminium supplier,Aluminum supplier,Umm Al Quwain,GH42+WPG - Al Muqta - Al Muqta 1 - Emirate of Umm Al Quwain - United Arab Emirates,+971 6 764 6876,4.8,4,No,2026-03-01
AL HAMAD ALUMINIUM EXTRUSION FACTORY LLC,aluminium supplier,Manufacturer,Umm Al Quwain,Unnamed Road - Emirate of Umm Al Quwain - United Arab Emirates,+971 6 766 7177,4.5,8,No,2026-03-01
Hutoof aluminium and glass,aluminium window,Aluminum frames supplier,Dubai,18A Street - Ras Al Khor Industrial Area 2 - Dubai - United Arab Emirates,+971 52 692 0070,5.0,11,No,2026-03-01
"Delma Beach Aluminium ,Glass & UPVC Door",aluminium window,Aluminum window,Abu Dhabi,8FVX+F9Q - Musaffah - M36 - Abu Dhabi - United Arab Emirates,+971 50 418 0620,4.7,10,No,2026-03-01
AL TAQWA ALUMINIUM & GLASS CONT LLC,aluminium window,,Sharjah,Industrial Area 13 - Industrial Area - Sharjah - United Arab Emirates,+971 6 538 4114,4.8,13,No,2026-03-01
Abdul Azeem aluminum and glass work,aluminium window,,Ajman,Al jarf - Al Jerf 2 - Ajman - United Arab Emirates,+971 55 301 9126,4.6,29,No,2026-03-01
AL ALMAS ALUMINUM & GLASS,aluminium window,Aluminum window,Ras Al Khaimah,QX3C+F9V - Al Felyyah - Ras Al Khaimah - United Arab Emirates,+971 50 206 1433,5.0,1,No,2026-03-01
Al Jameel Aluminium Factory,aluminium window,,Ras Al Khaimah,Al Qussaidat - Ras Al Khaimah - United Arab Emirates,+971 55 369 7800,4.5,19,No,2026-03-01
Gulf Star Glass & Aluminium,aluminium window,Glass & mirror shop,Ras Al Khaimah,Sheikh Saqr Bin Mohammad Al Qasimi Rd - Al Felyyah - Ras Al-Khaimah - United Arab Emirates,+971 7 227 2915,4.3,27,No,2026-03-01
العربية للالمنيوم_Al arabiah aluminium,aluminium window,Aluminum window,Ras Al Khaimah,E18 - Al Felyyah - Ras Al Khaimah - United Arab Emirates,+971 55 772 0033,4.3,16,No,2026-03-01
Al thoraya Aluminium,aluminium window,Aluminum window,Ras Al Khaimah,Al Manama - Ras Al Khaimah Rd - Al Felyyah - Ras Al Khaimah - United Arab Emirates,+971 50 411 1831,4.7,3,No,2026-03-01
AL NASEEM ALUMINIUM & GLASS WORKSHOP,aluminium window,Aluminum window,Ras Al Khaimah,RXJV+J2M - Al Shurisha - Ras Al Khaimah - United Arab Emirates,+971 50 723 3122,5.0,3,No,2026-03-01
توب ون للالمونيوم والزجاج Top One Aluminium & Glass,aluminium window,Aluminum window,Ras Al Khaimah,Al Qussaidat - Ras Al Khaimah - United Arab Emirates,+971 56 329 8338,4.0,32,No,2026-03-01
Style Aluminium,aluminium window,Aluminum window,Ras Al Khaimah,QX98+XM8 - near OLD SHEEP MARKE - Al Qussaidat - Ras Al Khaimah - United Arab Emirates,+971 50 627 0862,4.3,4,No,2026-03-01
Al Raydan Aluminium and Glass Workshop LLC,aluminium window,,Fujairah,Al Hail - Fujairah - United Arab Emirates,+971 50 463 6568,5.0,5,No,2026-03-01
Golden aluminium,aluminium window,Aluminum window,Fujairah,All - Al Hail - Fujairah - United Arab Emirates,+971 50 670 5211,5.0,1,No,2026-03-01
Al Kharji Aluminium & Glass works,aluminium window,Aluminum window,Umm Al Quwain,near leva building - Al Muqta - Al Muqta 1 - Emirate of Umm Al Quwain - United Arab Emirates,+971 54 571 7666,4.8,4,No,2026-03-01
SMS Aluminium & Glass Est.,aluminium window,,Umm Al Quwain,Al Muqta - Al Muqta 1 - Emirate of Umm Al Quwain - United Arab Emirates,+971 6 766 6452,5.0,4,No,2026-03-01
Al AHLI ALUMINUM AND GLASS WORK SHOP,aluminium window,,Umm Al Quwain,Al Muqta - Old Industrial - Emirate of Umm Al Quwain - United Arab Emirates,+971 56 711 0760,5.0,1,No,2026-03-01
NOOR AL ROHAAN ALUMINIUM & GLASS WORKS,aluminium window,Aluminum window,Umm Al Quwain,Rizwan building - Emirate of Umm Al Quwain - United Arab Emirates,+971 54 571 7666,4.1,7,No,2026-03-01
SAAD ALHULUL INTERIOR DESIGN AND DECOR llc,aluminium window,,Umm Al Quwain,Al Muqta - Al maqta 2 - Emirate of Umm Al Quwain - United Arab Emirates,+971 52 358 9277,5.0,3,No,2026-03-01
FUN DRIVE فن درايف,amusement center,Amusement center,Fujairah,Al Ghurfah - Fujairah - United Arab Emirates,+971 52 898 0040,4.3,99,No,2026-03-01
أرض الفرح للألعاب,amusement center,Children's amusement center,Fujairah,49C4+2QV - Al Corniche St - Al Ghurfah - Fujairah - United Arab Emirates,+971 56 652 4292,4.4,35,No,2026-03-01
فن لاند,amusement center,Theme park,Fujairah,Al Corniche St - Al Ghurfah - Fujairah - United Arab Emirates,+971 52 828 0008,3.8,19,No,2026-03-01
Darkin Fujairah,amusement center,,Fujairah,Al Faseel - Fujairah - United Arab Emirates,+971 52 192 2226,4.5,29,No,2026-03-01
"منطقة المرح ,fun zone",amusement center,Video arcade,Fujairah,49X4+J72 - Al Faseel - Fujairah - United Arab Emirates,,3.7,9,No,2026-03-01
My Play Zone LLC,amusement center,Children's amusement center,Umm Al Quwain,78 Al Qarayen St - Al Salmah - Al Qraun 2 - Emirate of Umm Al Quwain - United Arab Emirates,+971 54 990 4956,4.3,12,No,2026-03-01
A CAVE,amusement center,Video arcade,Umm Al Quwain,FHVC+4X8 Al siraj street - Al Abraq - Al Nekheila - Emirate of Umm Al Quwain - United Arab Emirates,,4.5,20,No,2026-03-01
Horus Veterinary Clinic,animal hospital,Veterinarian,Abu Dhabi,"AL ,10 NAHYAN - Al Hakam Bin ʹAmr St - Al Nahyan - E25 - Abu Dhabi - United Arab Emirates",+971 58 892 1079,5.0,138,No,2026-03-01
Little Paws Vet Clinic UAE,animal hospital,Veterinarian,Sharjah,Villa 317 A - 105 Al Mirgab St - Al Qadisiyah - Alheera Suburb - Sharjah - United Arab Emirates,+971 6 769 0186,4.3,298,No,2026-03-01
عيادة الحياة البيطريه _عجمان ..AlHayat Vet. Clinic,animal hospital,Animal hospital,Ajman,شارع مكة المكرمة - Al Rawda 2 - Ajman - United Arab Emirates,+971 50 253 1331,4.6,326,No,2026-03-01
Soul Veterinary Clinic - عيادة سول البيطرية,animal hospital,Veterinarian,Ajman,CGCP+G8 - Al Jerf Industrial 3 - Ajman - United Arab Emirates,+971 54 321 1559,4.8,"2,306",No,2026-03-01
RAK Veterinary Center,animal hospital,Veterinarian,Ras Al Khaimah,Near KFC - E11 - Al Dhait - Al Dhait South - Ras Al Khaimah - United Arab Emirates,+971 7 235 1781,4.1,361,No,2026-03-01
Dr. Jimmy Vet Clinic عيادة د/جيمي البيطرية,animal hospital,,Ras Al Khaimah,Al Dhait - Al Dhait South - Ras Al Khaimah - United Arab Emirates,+971 50 937 4545,4.8,264,No,2026-03-01
Corniche Veterinary Clinic,animal hospital,Veterinarian,Ras Al Khaimah,6 4A St - Dafan Ras Al Khaimah - Ras Al Khaimah - United Arab Emirates,+971 50 998 2333,4.5,178,No,2026-03-01
Pet Care Clinic,animal hospital,Veterinarian,Ras Al Khaimah,47 Al Ghafat Rd - Al Riffa - Ras Al Khaimah - United Arab Emirates,+971 7 243 3378,4.7,113,No,2026-03-01
Pets 'n Us Veterinary Clinic,animal hospital,Veterinarian,Fujairah,Unnamed Road - Fujairah - United Arab Emirates,+971 50 211 0037,4.3,197,No,2026-03-01
Cute Paws Veterinary Clinic LLC,animal hospital,Veterinarian,Fujairah,482W+FM3 Sur Kalba Sharjah - behind Fujairah Airport - Hay Al Soar - Fujairah - United Arab Emirates,+971 58 567 8092,5.0,8,No,2026-03-01
AL-RAYAH AL-BAYDHAA VET. CLINICS - عيادات الراية البيضاء البيطرية -فرع دبا الفجيرة,animal hospital,Veterinarian,Fujairah,Shk. Zayed Bin Sultan Al Nahyan Rd - Al Rifa‘ - Fujairah - United Arab Emirates,+971 56 823 7664,4.3,72,No,2026-03-01
عياده ام القيوين البيطريه,animal hospital,Animal hospital,Umm Al Quwain,FHXC+68G - E11 - Al Abraq - Al Nekheila - Emirate of Umm Al Quwain - United Arab Emirates,+971 50 529 0363,5.0,3,No,2026-03-01
Private Animal Sanctuary | Sustainable City,animal shelter,Zoo,Dubai,Unnamed Road - Wadi Al Safa 7 - The Sustainable City - Dubai - United Arab Emirates,,4.4,374,No,2026-03-01
Shelter,animal shelter,Shelter,Dubai,129 318th Rd - Al Qouz Ind.fourth - Al Quoz - Dubai - United Arab Emirates,,4.4,12,No,2026-03-01
TARAZAN,animal shelter,Animal shelter,Abu Dhabi,8GCQ+R69 - Mohamed Bin Zayed City - ME12 - Abu Dhabi - United Arab Emirates,+971 55 871 7311,3.9,16,No,2026-03-01
Al Khalid & Al Hussain Trading Est.,animal shelter,Animal control service,Abu Dhabi,Al Meena St - Al Zahiyah - E14 - Abu Dhabi - United Arab Emirates,+971 2 673 0998,4.4,5,No,2026-03-01
Alghwas's Farm - عزبة الغواص,animal shelter,Animal shelter,Abu Dhabi,Lane 2550 - Dhaharat Al Teeb - Abu Dhabi - United Arab Emirates,+971 50 441 5014,4.3,6,No,2026-03-01
وادي الدان للمواشي,animal shelter,Livestock dealer,Sharjah,9JJ9+385 Basateen Al Zubair - Hay Aldubdabaah South - Sharjah - United Arab Emirates,+971 50 305 3875,4.9,10,No,2026-03-01
Cats fostering Dubai استضافة قطط,animal shelter,Cat boarding service,Sharjah,Sheikh Khalifa Bin Zayed St - Ajman - United Arab Emirates,+971 56 577 0046,4.9,21,No,2026-03-01
عزبة باقرين الحضرمي 2,animal shelter,Animal shelter,Sharjah,Sharjah 12345 - Sharjah - United Arab Emirates,+971 55 576 2555,,,No,2026-03-01
مزرعة الحيوانات Animalfarmuae,animal shelter,Pet store,Ajman,Sheikh Zayed St - الحليو - Al Yasmeen - Ajman - United Arab Emirates,+971 55 577 9069,4.2,116,No,2026-03-01
Happy Cat/Royal Canin Birds and Animals Trading,animal shelter,Animal shelter,Ajman,Sheikh Zayed St - Ajman - United Arab Emirates,+971 55 630 0110,4.8,8,No,2026-03-01
rfruae_rescue.foster.rehome,animal shelter,Permanently closed,Ajman,Al Rawda 1 - Ajman - United Arab Emirates,+971 50 702 1416,1.0,1,No,2026-03-01
.,animal shelter,Animal shelter,Ras Al Khaimah,Street Number 3 - Old Town - Ras Al Khaimah - United Arab Emirates,,,,No,2026-03-01
Al Mayya Group,animal shelter,Agricultural organization,Fujairah,586W+R8F - Unnamed Road - سكمكم - Fujairah - United Arab Emirates,+971 56 712 7040,4.5,13,No,2026-03-01
House Of Pets,animal shelter,Pet store,Fujairah,Al Qasar Road - Al Faseel - Fujairah - United Arab Emirates,+971 9 222 3220,4.0,144,No,2026-03-01
Animal Care Centre,animal shelter,Dog day care center,Fujairah,289J+24M - Hay Al Ghail - Sharjah - United Arab Emirates,+971 50 646 7792,3.6,15,No,2026-03-01
Casa Roberto Canine,animal shelter,Dog trainer,Umm Al Quwain,Casa Roberto Canine - Al Abraq - Al Nekheila - Emirate of Umm Al Quwain - United Arab Emirates,,5.0,2,No,2026-03-01
Umm Al Quwain Charity Society,animal shelter,Charity,Umm Al Quwain,Charity Society - Al Raudah - Emirate of Umm Al Quwain - United Arab Emirates,+971 6 764 0330,4.3,70,No,2026-03-01
Fetched,animation studio,Animation studio,Dubai,The Meydan Hotel - Grandstand 6th Floor Al Meydan Rd - Nad Al Sheba - Nad Al Sheba 1 - Dubai - United Arab Emirates,+44 20 4579 3818,4.9,43,No,2026-03-01
Infamous Studios,animation studio,Video production service,Dubai,Concord Tower - Al Sufouh - Al Sufouh 2 - Dubai - United Arab Emirates,+971 4 422 4353,4.6,21,No,2026-03-01
Location studio. Managing events and exhibitions,animation studio,Animation studio,Abu Dhabi,31 شارع الحِمْرَار - Al Sa`Adah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 50 866 8186,4.7,7,No,2026-03-01
Abu Dhabi Folklore,animation studio,Animation studio,Abu Dhabi,شارع - 16 - Al Nahyan - Zone 1 - Abu Dhabi - United Arab Emirates,+971 58 210 2848,4.3,90,No,2026-03-01
Qaws Studio,animation studio,Animation studio,Ajman,CHP4+8Q2 Jurf 3 - Al Humaideya Road - Al Jerf Industrial 2 - Ajman - United Arab Emirates,+963 948 587 136,5.0,1,No,2026-03-01
Mataflax Media LLC FZC,animation studio,Animation studio,Ajman,1A-0024-031 Flamingo Villas - Ajman - United Arab Emirates,+971 6 546 7444,5.0,1,No,2026-03-01
Antique Boutique,antique shop,Antique furniture store,Dubai,"Danat Al Quoz, Warehouse 1 - Umm Suqeim St - Al Qouz Fourth - Al Quoz - Dubai - United Arab Emirates",+971 52 706 9984,4.8,58,No,2026-03-01
Al Saqer Al Thahabi Antiques & Gifts,antique shop,,Abu Dhabi,Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 55 786 6056,4.9,71,No,2026-03-01
Marjan Jadeed Antique Novelties LLC,antique shop,,Abu Dhabi,Al Kasir - Al Marina - Abu Dhabi - United Arab Emirates,+971 55 297 8897,4.5,31,No,2026-03-01
Magnificent World Antiques,antique shop,Antique store,Abu Dhabi,F97G+J8F - Al Manhal - W14 02 - Abu Dhabi - United Arab Emirates,+971 2 443 2924,5.0,1,No,2026-03-01
Kenoz almadhi arts&Antique Trading,antique shop,Antique store,Sharjah,Al Shiokh - Hay Al Gharb - Sharjah - United Arab Emirates,+971 55 957 7553,5.0,2,No,2026-03-01
Gulf Antiques (Kenouz Al Khaleej Antique & Gifts),antique shop,Antique store,Sharjah,"King Faisal Street - Central Souq, Kenouz al Khaleej Shop No A2 - First floor - Sharjah - United Arab Emirates",+971 50 285 8082,5.0,3,No,2026-03-01
Yasmin Sham for furniture and furnishings,antique shop,Antique furniture store,Sharjah,برج صرح الامارات مكتب 1006 الشارقة - Sharjah - United Arab Emirates,+971 56 969 5493,5.0,2,No,2026-03-01
ALSAFI COINS,antique shop,Antique store,Ajman,"D1-2 Ajman Museum,Heritage Village - Ajman - United Arab Emirates",+971 55 310 0059,4.3,16,No,2026-03-01
ROKN AL HEWAYAT,antique shop,Antique store,Ajman,"New Industrial Area 2 Ajman Ajman Gate Tower, Office #G4 - Ajman - United Arab Emirates",+971 50 481 7447,4.9,8,No,2026-03-01
الافراح لبيع التحف الفنية,antique shop,,Ras Al Khaimah,Old Town - Ras Al Khaimah - United Arab Emirates,+971 52 166 6609,4.4,17,No,2026-03-01
تراثيات اجدادي,antique shop,Antique store,Ras Al Khaimah,QWXX+CQ7 - Old Town - Ras Al Khaimah - United Arab Emirates,+971 50 979 1881,4.7,6,No,2026-03-01
Al Afrrah novelties,antique shop,Antique store,Ras Al Khaimah,Sheikh Mohamed Bin Salem Rd - Old Town - Ras Al Khaimah - United Arab Emirates,+971 52 977 6601,5.0,1,No,2026-03-01
Gulf House Sculptures البيت الخليجي للتحف,antique shop,,Ras Al Khaimah,Old Town - Ras Al Khaimah - United Arab Emirates,+971 56 660 9002,4.4,5,No,2026-03-01
التاج للتحف والفضة,antique shop,Antique store,Ras Al Khaimah,QWWX+WGW - Sheikh Mohammed bin Salem St - Old Town - Ras Al Khaimah - United Arab Emirates,,5.0,1,No,2026-03-01
Alshaami Sculptures & Silver,antique shop,Antique store,Ras Al Khaimah,QWXX+FQW - Old Town - The Old Market - Ras Al Khaimah - United Arab Emirates,+971 56 797 5588,4.2,5,No,2026-03-01
ZAFAR ANTIQUES GIFT FOR SALE THOUBAN,antique shop,,Fujairah,Thoban - Fujairah - United Arab Emirates,+971 56 338 2184,5.0,2,No,2026-03-01
Abu Sultan Pottery & Antiques Gifts Shop,antique shop,Pottery store,Fujairah,"Masafi, Friday Market 2 - Fujairah - United Arab Emirates",+971 50 795 9619,3.5,2,No,2026-03-01
